"KO","taxonomy","Abundance_RPKs"
"K00262","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00262","g__Methanosphaera.s__Methanosphaera_stadtmanae",0
"K00262","g__Odoribacter.s__Odoribacter_laneus",0
"K00262","g__Odoribacter.s__Odoribacter_splanchnicus",311.2198208781
"K00262","g__Pantoea.s__Pantoea_sesami",0
"K00262","g__Paraprevotella.s__Paraprevotella_clara",0
"K00262","g__Paraprevotella.s__Paraprevotella_xylaniphila",0
"K00262","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00262","g__Roseburia.s__Roseburia_faecis",543.5895866347
"K00262","g__Roseburia.s__Roseburia_hominis",27.0708452457
"K00262","g__Roseburia.s__Roseburia_intestinalis",0
"K00262","g__Roseburia.s__Roseburia_sp_CAG_100",0
"K00262","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",289.0382277441
"K00262","g__Ruminococcus.s__Ruminococcus_bicirculans",14.8602408415
"K00262","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00262","g__Sanguibacteroides.s__Sanguibacteroides_justesenii",0
"K00262","g__Slackia.s__Slackia_isoflavoniconvertens",0
"K00262","g__Streptococcus.s__Streptococcus_equinus",0
"K00262","g__Streptococcus.s__Streptococcus_infantarius",0
"K00262","g__Streptococcus.s__Streptococcus_lutetiensis",0
"K00262","g__Streptococcus.s__Streptococcus_mutans",0
"K00262","g__Streptococcus.s__Streptococcus_pneumoniae",8.2360843859
"K00262","g__Streptococcus.s__Streptococcus_salivarius",1.6046504003
"K00262","g__Treponema.s__Treponema_succinifaciens",0
"K00262","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00262","unclassified",212.5966426661
"K00265",NA,25.6620532374
"K00265","g__Blautia.s__Blautia_obeum",11.3297725324
"K00265","g__Blautia.s__Blautia_sp",0
"K00265","g__Blautia.s__Ruminococcus_torques",14.332280705
"K00265","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00265","g__Citrobacter.s__Citrobacter_freundii",0
"K00265","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00265","g__Citrobacter.s__Citrobacter_youngae",0
"K00265","g__Coprococcus.s__Coprococcus_catus",0
"K00265","g__Enterobacter.s__Enterobacter_cloacae",0
"K00265","g__Escherichia.s__Escherichia_coli",0
"K00265","g__Escherichia.s__Escherichia_fergusonii",0
"K00265","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00265","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00265","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00265","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00265","g__Klebsiella.s__Klebsiella_variicola",0
"K00265","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00265","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00265","g__Pantoea.s__Pantoea_sesami",0
"K00265","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00265","g__Ruminococcus.s__Ruminococcus_lactaris",0
"K00265","g__Treponema.s__Treponema_succinifaciens",0
"K00265","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00265","unclassified",0
"K00266",NA,1180.8988654072
"K00266","g__Anaerostipes.s__Anaerostipes_hadrus",11.0504958923
"K00266","g__Barnesiella.s__Barnesiella_intestinihominis",0
"K00266","g__Bifidobacterium.s__Bifidobacterium_adolescentis",7.804355873
"K00266","g__Bifidobacterium.s__Bifidobacterium_bifidum",25.9945881879
"K00266","g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum",27.7282448719
"K00266","g__Blautia.s__Blautia_obeum",20.7006468028
"K00266","g__Blautia.s__Blautia_sp",0
"K00266","g__Blautia.s__Blautia_sp_AF19_10LB",0
"K00266","g__Blautia.s__Blautia_wexlerae",43.9578823335
"K00266","g__Blautia.s__Ruminococcus_torques",21.2101026601
"K00266","g__Citrobacter.s__Citrobacter_freundii",0
"K00266","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00266","g__Coprococcus.s__Coprococcus_catus",0
"K00266","g__Coprococcus.s__Coprococcus_eutactus",0
"K00266","g__Enterobacter.s__Enterobacter_cloacae",0
"K00266","g__Escherichia.s__Escherichia_coli",0
"K00266","g__Escherichia.s__Escherichia_fergusonii",0
"K00266","g__Eubacterium.s__Eubacterium_eligens",15.9960996271
"K00266","g__Eubacterium.s__Eubacterium_sp_CAG_252",16.9902912621
"K00266","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",459.3230250614
"K00266","g__Firmicutes_unclassified.s__Firmicutes_bacterium_AM10_47",0
"K00266","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00266","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00266","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00266","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00266","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00266","g__Klebsiella.s__Klebsiella_variicola",0
"K00266","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00266","g__Lachnospira.s__Lachnospira_pectinoschiza",0
"K00266","g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",0
"K00266","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00266","g__Odoribacter.s__Odoribacter_splanchnicus",160.3791596958
"K00266","g__Pantoea.s__Pantoea_sesami",0
"K00266","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00266","g__Roseburia.s__Roseburia_intestinalis",0
"K00266","g__Ruminococcus.s__Ruminococcus_bicirculans",38.2947364536
"K00266","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00266","g__Treponema.s__Treponema_succinifaciens",0
"K00266","unclassified",331.4692366856
"K00275",NA,179.4972625356
"K00275","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00275","g__Bacteroides.s__Bacteroides_fragilis",142.4690087145
"K00275","g__Bacteroides.s__Bacteroides_thetaiotaomicron",20.8394152299
"K00275","g__Citrobacter.s__Citrobacter_freundii",0
"K00275","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00275","g__Enterobacter.s__Enterobacter_cloacae",0
"K00275","g__Enterobacter.s__Enterobacter_roggenkampii",0
"K00275","g__Escherichia.s__Escherichia_coli",0
"K00275","g__Haemophilus.s__Haemophilus_parainfluenzae",16.1888385912
"K00275","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00275","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00275","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00275","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00275","g__Klebsiella.s__Klebsiella_variicola",0
"K00275","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00275","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00275","g__Pantoea.s__Pantoea_sesami",0
"K00275","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00275","unclassified",0
"K00278",NA,490.3418115551
"K00278","g__Anaerostipes.s__Anaerostipes_hadrus",11.1777342208
"K00278","g__Blautia.s__Blautia_obeum",0
"K00278","g__Citrobacter.s__Citrobacter_freundii",0
"K00278","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00278","g__Citrobacter.s__Citrobacter_youngae",0
"K00278","g__Coprococcus.s__Coprococcus_catus",0
"K00278","g__Escherichia.s__Escherichia_coli",0
"K00278","g__Escherichia.s__Escherichia_fergusonii",0
"K00278","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00278","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00278","g__Odoribacter.s__Odoribacter_splanchnicus",139.8781010109
"K00278","g__Roseburia.s__Roseburia_intestinalis",0
"K00278","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",318.5850622743
"K00278","g__Ruminococcus.s__Ruminococcus_bicirculans",14.0097790971
"K00278","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00278","unclassified",6.691134952
"K00281",NA,296.0675512145
"K00281","g__Akkermansia.s__Akkermansia_muciniphila",0
"K00281","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00281","g__Bacteroides.s__Bacteroides_faecichinchillae",13.4056028697
"K00281","g__Bacteroides.s__Bacteroides_fragilis",113.1064301781
"K00281","g__Bacteroides.s__Bacteroides_thetaiotaomicron",4.0739369506
"K00281","g__Citrobacter.s__Citrobacter_freundii",0
"K00281","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00281","g__Citrobacter.s__Citrobacter_youngae",0
"K00281","g__Enterobacter.s__Enterobacter_cloacae",0
"K00281","g__Enterobacter.s__Enterobacter_hormaechei",0
"K00281","g__Escherichia.s__Escherichia_coli",0
"K00281","g__Escherichia.s__Escherichia_fergusonii",0
"K00281","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00281","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00281","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00281","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00281","g__Klebsiella.s__Klebsiella_variicola",0
"K00281","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00281","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00281","g__Odoribacter.s__Odoribacter_splanchnicus",165.481581216
"K00281","g__Pantoea.s__Pantoea_sesami",0
"K00281","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00281","unclassified",0
"K00282",NA,268.3852908955
"K00282","g__Cloacibacillus.s__Cloacibacillus_porcorum",0
"K00282","unclassified",268.3852908955
"K00283",NA,338.8289678956
"K00283","unclassified",338.8289678956
"K00286",NA,1011.3789877942
"K00286","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00286","g__Bacteroides.s__Bacteroides_dorei",266.1499032666
"K00286","g__Bacteroides.s__Bacteroides_fragilis",185.2766154699
"K00286","g__Bacteroides.s__Bacteroides_thetaiotaomicron",7.8846153846
"K00286","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00286","g__Bifidobacterium.s__Bifidobacterium_adolescentis",0
"K00286","g__Blautia.s__Blautia_obeum",0
"K00286","g__Blautia.s__Blautia_sp",0
"K00286","g__Blautia.s__Blautia_sp_AF19_10LB",0
"K00286","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00286","g__Cloacibacillus.s__Cloacibacillus_porcorum",0
"K00286","g__Coprococcus.s__Coprococcus_catus",0
"K00286","g__Enterobacter.s__Enterobacter_cloacae",0
"K00286","g__Enterobacter.s__Enterobacter_ludwigii",0
"K00286","g__Enterococcus.s__Enterococcus_hirae",0
"K00286","g__Escherichia.s__Escherichia_coli",0
"K00286","g__Eubacterium.s__Eubacterium_eligens",21.5347091582
"K00286","g__Eubacterium.s__Eubacterium_hallii",0
"K00286","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",32.5881842754
"K00286","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00286","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00286","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00286","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00286","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00286","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00286","g__Methanosphaera.s__Methanosphaera_stadtmanae",0
"K00286","g__Pantoea.s__Pantoea_sesami",0
"K00286","g__Roseburia.s__Roseburia_intestinalis",0
"K00286","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",347.3529387073
"K00286","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00286","g__Streptococcus.s__Streptococcus_parasanguinis",0
"K00286","g__Streptococcus.s__Streptococcus_sp_A12",0
"K00286","g__Treponema.s__Treponema_succinifaciens",0
"K00286","unclassified",150.5920215322
"K00287",NA,416.8719141868
"K00287","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00287","g__Bacteroides.s__Bacteroides_dorei",315.0484922183
"K00287","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00287","g__Bacteroides.s__Bacteroides_thetaiotaomicron",8.6956521739
"K00287","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00287","g__Bifidobacterium.s__Bifidobacterium_adolescentis",0
"K00287","g__Bifidobacterium.s__Bifidobacterium_longum",0
"K00287","g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum",52.2849890643
"K00287","g__Coprococcus.s__Coprococcus_catus",0
"K00287","g__Coprococcus.s__Coprococcus_eutactus",0
"K00287","g__Escherichia.s__Escherichia_coli",0
"K00287","g__Escherichia.s__Escherichia_fergusonii",0
"K00287","g__Eubacterium.s__Eubacterium_eligens",0
"K00287","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00287","g__Lactococcus.s__Lactococcus_lactis",0
"K00287","g__Leuconostoc.s__Leuconostoc_garlicum",0
"K00287","g__Leuconostoc.s__Leuconostoc_lactis",0
"K00287","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00287","g__Roseburia.s__Roseburia_hominis",13.8652718189
"K00287","g__Roseburia.s__Roseburia_intestinalis",0
"K00287","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00287","g__Sneathia.s__Sneathia_amnii",0
"K00287","g__Streptococcus.s__Streptococcus_parasanguinis",8.3333333333
"K00287","g__Treponema.s__Treponema_succinifaciens",0
"K00287","unclassified",18.6441755781
"K00290",NA,130.1112741097
"K00290","g__Blautia.s__Blautia_sp_CAG_52",1.8018018018
"K00290","g__Campylobacter.s__Campylobacter_coli",0
"K00290","g__Coprococcus.s__Coprococcus_catus",0
"K00290","g__Desulfovibrio.s__Desulfovibrio_piger",8.935170241
"K00290","g__Firmicutes_unclassified.s__Firmicutes_bacterium_AM10_47",0
"K00290","g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_56",6.2361062361
"K00290","g__Roseburia.s__Roseburia_hominis",24.2966937367
"K00290","g__Roseburia.s__Roseburia_sp_CAG_182",0
"K00290","g__Roseburia.s__Roseburia_sp_CAG_471",0
"K00290","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00290","unclassified",88.8415020941
"K00297",NA,1775.0853635344
"K00297","g__Alistipes.s__Alistipes_onderdonkii",62.0828383269
"K00297","g__Alistipes.s__Alistipes_shahii",339.9740138066
"K00297","g__Alistipes.s__Alistipes_timonensis",0
"K00297","g__Anaerostipes.s__Anaerostipes_hadrus",23.7929600479
"K00297","g__Bacteroides.s__Bacteroides_dorei",602.9943878951
"K00297","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00297","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00297","g__Blautia.s__Blautia_obeum",0
"K00297","g__Blautia.s__Blautia_sp_AF19_10LB",0
"K00297","g__Campylobacter.s__Campylobacter_coli",0
"K00297","g__Citrobacter.s__Citrobacter_freundii",0
"K00297","g__Coprococcus.s__Coprococcus_catus",0
"K00297","g__Coprococcus.s__Coprococcus_eutactus",0
"K00297","g__Enterobacter.s__Enterobacter_cloacae",0
"K00297","g__Escherichia.s__Escherichia_coli",0
"K00297","g__Escherichia.s__Escherichia_fergusonii",0
"K00297","g__Eubacterium.s__Eubacterium_hallii",0
"K00297","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",100.096186518
"K00297","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00297","g__Haemophilus.s__Haemophilus_parainfluenzae",0
"K00297","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00297","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00297","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00297","g__Klebsiella.s__Klebsiella_variicola",0
"K00297","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00297","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00297","g__Odoribacter.s__Odoribacter_splanchnicus",199.3850796269
"K00297","g__Pantoea.s__Pantoea_sesami",0
"K00297","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00297","g__Roseburia.s__Roseburia_intestinalis",0
"K00297","g__Rothia.s__Rothia_mucilaginosa",0
"K00297","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",315.6195855796
"K00297","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00297","g__Streptococcus.s__Streptococcus_equinus",0
"K00297","g__Streptococcus.s__Streptococcus_pneumoniae",6.756903321
"K00297","g__Streptococcus.s__Streptococcus_salivarius",4.132231405
"K00297","g__Treponema.s__Treponema_succinifaciens",0
"K00297","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00297","unclassified",120.2511770075
"K00324",NA,49.8447760555
"K00324","g__Bifidobacterium.s__Bifidobacterium_adolescentis",0
"K00324","g__Bifidobacterium.s__Bifidobacterium_longum",0
"K00324","g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum",29.831893746
"K00324","g__Enterobacter.s__Enterobacter_cloacae",0
"K00324","g__Escherichia.s__Escherichia_coli",0
"K00324","g__Haemophilus.s__Haemophilus_influenzae",0
"K00324","g__Haemophilus.s__Haemophilus_parainfluenzae",20.0128823095
"K00324","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00324","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00324","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00324","g__Streptococcus.s__Streptococcus_pneumoniae",0
"K00324","unclassified",0
"K00325",NA,20.1158713595
"K00325","g__Citrobacter.s__Citrobacter_freundii",0
"K00325","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00325","g__Citrobacter.s__Citrobacter_youngae",0
"K00325","g__Enterobacter.s__Enterobacter_cloacae",0
"K00325","g__Escherichia.s__Escherichia_coli",0
"K00325","g__Haemophilus.s__Haemophilus_parainfluenzae",20.1158713595
"K00325","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00325","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00325","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00325","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00325","g__Klebsiella.s__Klebsiella_variicola",0
"K00325","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00325","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00325","g__Pantoea.s__Pantoea_sesami",0
"K00325","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00325","unclassified",0
"K00330",NA,1292.3523688376
"K00330","g__Alistipes.s__Alistipes_finegoldii",4.9751243781
"K00330","g__Alistipes.s__Alistipes_onderdonkii",19.9004975124
"K00330","g__Alistipes.s__Alistipes_shahii",434.1155764029
"K00330","g__Bacteroides.s__Bacteroides_caccae",34.776854643
"K00330","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00330","g__Bacteroides.s__Bacteroides_clarus",0
"K00330","g__Bacteroides.s__Bacteroides_dorei",266.2556232338
"K00330","g__Bacteroides.s__Bacteroides_eggerthii",0
"K00330","g__Bacteroides.s__Bacteroides_faecichinchillae",0
"K00330","g__Bacteroides.s__Bacteroides_finegoldii",0
"K00330","g__Bacteroides.s__Bacteroides_fragilis",289.6333550435
"K00330","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00330","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00330","g__Bacteroides.s__Bacteroides_ovatus",48.534619479
"K00330","g__Bacteroides.s__Bacteroides_sp_CAG_754",0
"K00330","g__Bacteroides.s__Bacteroides_stercoris",0
"K00330","g__Bacteroides.s__Bacteroides_thetaiotaomicron",9.9256194276
"K00330","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00330","g__Bacteroides.s__Bacteroides_xylanisolvens",184.2350987172
"K00330","g__Campylobacter.s__Campylobacter_coli",0
"K00330","g__Campylobacter.s__Campylobacter_concisus",0
"K00330","g__Citrobacter.s__Citrobacter_freundii",0
